customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_06056,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,94.98,2013.47,Yes
CUST_06057,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,79.23,3634.0,No
CUST_06058,Male,1,Yes,No,29,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,No,Electronic check,57.36,1680.17,No
CUST_06059,Male,0,Yes,No,59,No,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,59.97,3493.42,No
CUST_06060,Female,0,No,No,38,No,Yes,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,61.67,2312.14,Yes
CUST_06061,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,111.36,2146.03,No
CUST_06062,Male,0,No,No,25,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),70.74,1815.05,No
CUST_06063,Female,0,Yes,No,48,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,69.58,3352.61,No
CUST_06064,Female,0,Yes,Yes,68,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.01,3711.94,No
CUST_06065,Male,0,No,Yes,41,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,82.52,3426.82,No
CUST_06066,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,73.92,331.01,No
CUST_06067,Female,0,Yes,No,52,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,84.09,4388.64,No
CUST_06068,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,113.06,3724.16,No
CUST_06069,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,99.32,6800.82,No
CUST_06070,Female,0,Yes,No,9,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.35,205.39,Yes
CUST_06071,Male,0,No,No,27,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.32,3164.27,No
CUST_06072,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),42.67,121.18,Yes
CUST_06073,Male,0,No,No,47,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),82.98,3881.52,No
CUST_06074,Male,1,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),80.69,5235.21,No
CUST_06075,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,22.54,770.19,No
CUST_06076,Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,No,Credit card (automatic),117.65,6006.9,No
CUST_06077,Female,0,Yes,No,61,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.5,3712.84,No
CUST_06078,Male,1,Yes,No,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),99.9,5076.66,No
CUST_06079,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,56.73,2580.23,No
CUST_06080,Male,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Mailed check,55.74,3001.39,No
CUST_06081,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),85.22,2278.45,No
CUST_06082,Female,0,Yes,No,22,No,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),52.45,1105.27,No
CUST_06083,Female,0,Yes,No,34,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,61.45,2049.72,No
CUST_06084,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.99,2047.52,No
CUST_06085,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),61.58,76.25,Yes
CUST_06086,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,49.21,695.91,No
CUST_06087,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,98.17,1426.36,No
CUST_06088,Male,1,Yes,No,50,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,99.02,4939.02,Yes
CUST_06089,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,96.51,6363.43,No
CUST_06090,Female,0,Yes,No,53,No,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),20.05,1040.37,No
CUST_06091,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.29,1313.78,No
CUST_06092,Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,99.62,3202.08,Yes
CUST_06093,Male,1,Yes,Yes,7,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Two year,Yes,Electronic check,18.68,134.33,No
CUST_06094,Male,0,Yes,No,23,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.05,934.26,No
CUST_06095,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),71.42,3701.85,No
CUST_06096,Female,0,No,No,63,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,56.26,3508.05,No
CUST_06097,Male,1,Yes,No,57,No,No,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,97.55,5519.29,No
CUST_06098,Male,0,No,No,36,Yes,No,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,74.01,2684.77,Yes
CUST_06099,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,88.53,1011.75,Yes
CUST_06100,Female,0,Yes,Yes,3,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),21.04,50.91,Yes
CUST_06101,Female,1,No,Yes,30,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.81,914.58,No
CUST_06102,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,69.27,2532.53,No
CUST_06103,Male,0,No,Yes,36,Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),101.21,3679.16,No
CUST_06104,Female,0,No,Yes,13,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.92,290.79,No
CUST_06105,Female,0,Yes,No,72,No,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,19.93,1403.52,Yes
CUST_06106,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),83.43,1887.75,Yes
CUST_06107,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),64.06,597.25,No
CUST_06108,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Electronic check,47.94,1730.36,No
CUST_06109,Female,1,No,No,42,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,32.84,1418.34,No
CUST_06110,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.7,1733.01,No
CUST_06111,Female,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.66,1821.48,No
CUST_06112,Male,1,Yes,No,31,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Electronic check,23.37,675.03,No
CUST_06113,Male,0,Yes,No,13,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),78.66,1005.26,Yes
CUST_06114,Male,0,No,Yes,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.35,296.44,Yes
CUST_06115,Male,1,No,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.42,2079.69,No
CUST_06116,Male,0,No,No,9,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,80.36,701.93,Yes
CUST_06117,Male,0,No,Yes,15,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,48.26,696.82,Yes
CUST_06118,Female,0,No,No,38,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,71.23,2721.47,Yes
CUST_06119,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),45.65,792.46,No
CUST_06120,Male,0,Yes,No,24,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),33.27,841.11,Yes
CUST_06121,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,27.53,171.63,No
CUST_06122,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26.44,1445.22,No
CUST_06123,Female,0,No,Yes,46,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),64.83,2997.81,No
CUST_06124,Female,0,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,90.78,156.26,No
CUST_06125,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,65.32,37.99,No
CUST_06126,Female,1,No,Yes,32,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),77.83,2502.17,No
CUST_06127,Male,0,No,No,70,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,75.2,5262.49,Yes
CUST_06128,Male,0,No,No,58,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.91,2805.91,Yes
CUST_06129,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,110.98,7830.83,Yes
CUST_06130,Female,1,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.31,2829.9,Yes
CUST_06131,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.96,1483.01,Yes
CUST_06132,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,69.23,1100.84,Yes
CUST_06133,Female,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,37.17,773.82,No
CUST_06134,Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),61.43,3291.22,Yes
CUST_06135,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.63,167.65,Yes
CUST_06136,Male,1,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,37.12,1752.56,No
CUST_06137,Male,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),28.21,729.1,No
CUST_06138,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,45.04,1408.91,No
CUST_06139,Male,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.11,6149.15,No
CUST_06140,Male,1,No,Yes,43,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,96.22,4144.24,No
CUST_06141,Female,0,No,Yes,58,Yes,No,DSL,No,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),112.42,6532.77,No
CUST_06142,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,68.03,1891.22,No
CUST_06143,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,84.26,1367.58,No
CUST_06144,Male,0,No,No,17,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,No,Mailed check,113.4,1914.45,No
CUST_06145,Male,0,No,No,39,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),85.87,3348.33,Yes
CUST_06146,Female,0,Yes,No,62,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,89.79,5523.72,Yes
CUST_06147,Male,0,No,No,44,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,96.84,4243.33,No
CUST_06148,Female,0,Yes,Yes,2,Yes,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.65,48.06,Yes
CUST_06149,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,96.06,189.14,No
CUST_06150,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.09,3955.53,Yes
CUST_06151,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.69,1763.28,Yes
CUST_06152,Male,0,Yes,No,39,Yes,No,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,109.67,4275.72,Yes
CUST_06153,Male,0,Yes,Yes,67,Yes,No phone service,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,48.54,3257.33,Yes
CUST_06154,Female,0,No,Yes,53,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),104.86,5531.76,No
CUST_06155,Male,0,No,No,19,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,23.08,393.3,No
CUST_06156,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,111.33,1509.11,No
CUST_06157,Male,0,Yes,No,4,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),50.09,170.55,Yes
CUST_06158,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),96.06,3648.89,No
CUST_06159,Male,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,26.9,1035.0,Yes
CUST_06160,Female,0,No,No,6,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,99.74,611.23,Yes
CUST_06161,Male,1,No,Yes,71,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.47,3777.58,Yes
CUST_06162,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,108.0,3461.31,No
CUST_06163,Male,1,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.06,2558.37,Yes
CUST_06164,Male,0,No,No,31,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),109.72,3402.69,No
CUST_06165,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.36,2960.69,Yes
CUST_06166,Female,0,Yes,No,62,No,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,105.9,6579.71,No
CUST_06167,Female,0,No,No,35,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,69.4,2407.67,No
CUST_06168,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),61.91,2995.18,No
CUST_06169,Female,0,No,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,94.68,2299.05,Yes
CUST_06170,Male,0,No,Yes,65,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Electronic check,54.22,3490.45,No
CUST_06171,Male,0,No,No,8,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.88,749.87,Yes
CUST_06172,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,62.84,1062.58,No
CUST_06173,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.86,735.33,No
CUST_06174,Male,1,Yes,No,14,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.56,1675.49,No
CUST_06175,Male,0,No,No,6,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,45.6,254.59,Yes
CUST_06176,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),54.34,648.54,Yes
CUST_06177,Male,0,Yes,No,35,No,Yes,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),71.25,2480.29,No
CUST_06178,Male,0,No,Yes,15,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,98.93,1507.65,No
CUST_06179,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,64.11,2577.14,No
CUST_06180,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.32,860.93,Yes
CUST_06181,Male,0,No,No,27,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,87.21,2309.68,Yes
CUST_06182,Male,1,No,No,16,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,96.57,1592.72,Yes
CUST_06183,Female,0,Yes,No,64,Yes,No,No,No,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),99.42,6341.06,No
CUST_06184,Female,1,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,72.24,831.1,No
CUST_06185,Male,1,Yes,No,35,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.49,3034.77,No
CUST_06186,Male,1,No,No,57,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),52.82,3031.68,No
CUST_06187,Female,0,No,No,19,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),32.66,667.58,Yes
CUST_06188,Female,0,Yes,No,51,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),33.36,1679.67,No
CUST_06189,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),22.34,87.86,No
CUST_06190,Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.64,960.77,Yes
CUST_06191,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,84.61,3480.69,No
CUST_06192,Female,0,Yes,No,23,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.79,2529.92,No
CUST_06193,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,98.09,370.53,Yes
CUST_06194,Male,0,No,Yes,31,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.41,2961.16,No
CUST_06195,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.85,4894.15,No
CUST_06196,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.02,662.12,No
CUST_06197,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,23.96,620.82,No
CUST_06198,Female,0,No,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,60.42,4058.13,No
CUST_06199,Female,0,No,No,22,Yes,No,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,56.04,1257.17,Yes
CUST_06200,Male,0,No,No,33,Yes,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.34,2552.91,Yes
CUST_06201,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),66.76,1303.02,No
CUST_06202,Male,0,No,No,21,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.58,1959.71,No
CUST_06203,Male,0,No,No,64,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,98.44,6323.7,No
CUST_06204,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.29,2331.47,Yes
CUST_06205,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,38.99,2370.48,No
CUST_06206,Female,0,Yes,No,27,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.72,2887.37,Yes
CUST_06207,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),44.7,272.31,Yes
CUST_06208,Male,0,Yes,No,53,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.3,5088.33,Yes
CUST_06209,Female,0,No,Yes,69,No,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.31,4767.55,No
CUST_06210,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.23,932.44,No
CUST_06211,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.28,1823.06,Yes
CUST_06212,Male,0,Yes,No,57,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.63,4344.44,Yes
CUST_06213,Male,0,Yes,Yes,43,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,102.31,4399.06,No
CUST_06214,Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.14,2787.45,No
CUST_06215,Male,0,Yes,Yes,13,No,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.68,678.23,Yes
CUST_06216,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,45.17,1938.36,Yes
CUST_06217,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.69,2677.48,No
CUST_06218,Male,0,No,No,72,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),42.9,3081.47,No
CUST_06219,Male,0,No,No,1,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.31,49.54,Yes
CUST_06220,Male,0,No,No,4,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),68.22,312.05,Yes
CUST_06221,Male,0,No,Yes,11,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),35.25,349.89,Yes
CUST_06222,Female,0,No,No,46,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.41,4760.51,No
CUST_06223,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Electronic check,90.79,3083.9,No
CUST_06224,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Electronic check,100.56,1859.04,No
CUST_06225,Male,0,Yes,Yes,62,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),105.18,6506.88,Yes
CUST_06226,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Electronic check,69.46,505.71,Yes
CUST_06227,Male,1,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,107.29,2359.12,No
CUST_06228,Male,1,Yes,No,12,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.12,958.93,No
CUST_06229,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,114.98,2513.74,Yes
